CustomerID,Country,UK_vs_International,first_invoice,last_invoice,Tenure_days,Recency,Frequency,Monetary,TotalQuantity,TotalLines,DistinctStockCodes,AvgBasketSize,AvgUnitPrice,CancellationRate,R_score,F_score,M_score,Segment
13951,United Kingdom,1,2011-02-18 15:21:00,2011-06-16 16:43:00,118,167,3,674.4499999999998,459,39,38,153.0,1.469,0.0,2,3,3,About to Sleep
13952,United Kingdom,1,2011-04-15 09:27:00,2011-05-12 19:27:00,27,202,2,3246.091,1431,137,120,715.5,2.268,0.007246376811594203,1,3,5,Cannot Lose Them
13953,United Kingdom,1,2010-12-22 10:29:00,2011-10-18 10:55:00,300,43,6,3104.3599999999997,2448,13,8,408.0,1.268,0.0,3,5,5,Lost
13954,United Kingdom,1,2011-09-30 10:52:00,2011-10-13 10:49:00,12,48,1,166.07999999999998,49,13,13,49.0,3.389,0.2777777777777778,3,1,1,Need Attention
13955,United Kingdom,1,2011-02-07 12:24:00,2011-07-08 17:19:00,151,145,2,322.96,154,33,33,77.0,2.097,0.0,2,3,2,Lost
13956,United Kingdom,1,2011-03-13 12:51:00,2011-10-16 15:56:00,217,45,4,865.72,436,127,107,109.0,1.986,0.0,3,4,3,Lost
13959,United Kingdom,1,2010-12-12 13:56:00,2011-09-21 15:06:00,283,70,3,594.04,355,90,79,118.33,1.673,0.0,2,3,3,About to Sleep
13960,United Kingdom,1,2011-09-29 12:39:00,2011-11-18 15:27:00,50,12,2,230.22,142,12,11,71.0,1.621,0.0,4,3,1,Potential Loyalists
13962,United Kingdom,1,2011-04-08 11:21:00,2011-11-18 08:47:00,223,12,2,169.55,87,11,11,43.5,1.949,0.0,4,3,1,Potential Loyalists
13963,United Kingdom,1,2010-12-07 09:21:00,2011-02-04 14:43:00,59,299,4,664.5400000000001,460,35,35,115.0,1.445,0.0,1,4,3,Lost
13967,United Kingdom,1,2011-07-17 12:02:00,2011-07-17 12:02:00,0,136,1,80.7,42,2,2,42.0,1.921,0.0,2,1,1,Hibernating
13969,United Kingdom,1,2010-12-09 19:32:00,2011-11-23 08:43:00,348,7,16,7879.72,3887,552,314,242.94,2.027,0.0018083182640144665,5,5,5,Champions
13971,United Kingdom,1,2011-02-27 12:27:00,2011-11-21 12:06:00,266,9,8,2710.52,1844,149,118,230.5,1.47,0.050955414012738856,5,5,5,Champions
13972,United Kingdom,1,2011-05-22 11:34:00,2011-09-30 11:54:00,131,61,2,190.25000000000003,187,15,15,93.5,1.017,0.0,3,3,1,Need Attention
13973,United Kingdom,1,2011-02-25 15:21:00,2011-02-25 15:21:00,0,278,1,264.7,109,11,11,109.0,2.428,0.0,1,1,2,Hibernating
13974,United Kingdom,1,2011-10-21 14:41:00,2011-10-21 14:41:00,0,40,1,413.59,249,28,28,249.0,1.661,0.0,3,1,2,Need Attention
13975,United Kingdom,1,2011-03-08 12:19:00,2011-11-08 13:19:00,245,22,6,2438.1899999999996,1697,329,240,282.83,1.437,0.006042296072507553,4,5,5,Loyal Customers
13976,United Kingdom,1,2011-05-17 09:13:00,2011-05-17 09:13:00,0,197,1,357.98,154,10,10,154.0,2.325,0.0,1,1,2,Hibernating
13978,United Kingdom,1,2011-10-25 15:04:00,2011-11-25 11:36:00,30,5,2,196.79,315,15,14,157.5,0.625,0.0,5,3,1,Potential Loyalists
13979,United Kingdom,1,2011-09-27 13:32:00,2011-09-27 13:32:00,0,64,1,869.8699999999998,639,54,54,639.0,1.361,0.0,3,1,3,Need Attention
13980,United Kingdom,1,2011-10-10 13:34:00,2011-10-10 13:34:00,0,51,1,200.14000000000001,172,11,11,172.0,1.164,0.0,3,1,1,Need Attention
13982,United Kingdom,1,2010-12-09 13:57:00,2011-10-31 16:24:00,326,30,4,1861.11,1136,111,72,284.0,1.638,0.034782608695652174,3,4,4,Lost
13983,United Kingdom,1,2010-12-08 10:38:00,2011-11-10 11:06:00,337,20,12,2590.46,1183,107,91,98.58,2.19,0.044642857142857144,4,5,5,Loyal Customers
13984,United Kingdom,1,2010-12-08 15:58:00,2011-11-13 12:38:00,339,17,5,488.03,679,16,14,135.8,0.719,0.058823529411764705,4,4,3,Loyal Customers
13985,United Kingdom,1,2011-03-20 13:48:00,2011-11-25 10:02:00,249,5,14,6876.97,3371,344,108,240.79,2.04,0.005780346820809248,5,5,5,Champions
13986,United Kingdom,1,2011-11-22 15:00:00,2011-11-22 15:00:00,0,8,1,320.46000000000004,430,13,12,430.0,0.745,0.0,5,1,2,Potential Loyalists
13988,United Kingdom,1,2011-03-30 11:48:00,2011-11-20 10:15:00,234,10,6,4098.8,3044,234,188,507.33,1.347,0.02092050209205021,5,5,5,Champions
13989,United Kingdom,1,2011-04-14 15:39:00,2011-10-05 09:47:00,173,56,2,1266.08,1313,41,33,656.5,0.964,0.0,3,3,4,Lost
13990,United Kingdom,1,2011-05-10 15:19:00,2011-05-10 15:19:00,0,204,1,311.3,190,16,16,190.0,1.638,0.0,1,1,2,Hibernating
13991,United Kingdom,1,2011-07-19 12:58:00,2011-11-27 16:18:00,131,3,6,847.5400000000001,995,82,58,165.83,0.852,0.023809523809523808,5,5,3,Champions
13992,United Kingdom,1,2011-11-09 15:23:00,2011-11-09 15:23:00,0,21,1,76.8,64,5,5,64.0,1.2,0.0,4,1,1,Potential Loyalists
13993,United Kingdom,1,2011-01-13 10:43:00,2011-11-07 13:00:00,298,23,9,3409.6600000000003,900,121,66,100.0,3.789,0.032,4,5,5,Loyal Customers
13994,United Kingdom,1,2011-07-14 18:28:00,2011-10-31 11:10:00,108,30,5,2158.04,906,143,121,181.2,2.382,0.0,3,4,5,Lost
13995,United Kingdom,1,2011-04-08 08:20:00,2011-11-24 14:22:00,230,6,5,1383.49,879,86,55,175.8,1.574,0.011494252873563218,5,4,4,Champions
13999,United Kingdom,1,2010-12-13 11:23:00,2011-11-29 13:40:00,351,1,12,3865.26,2243,208,102,186.92,1.723,0.018867924528301886,5,5,5,Champions
14000,United Kingdom,1,2011-05-12 16:50:00,2011-05-17 13:44:00,4,197,1,633.71,710,15,15,710.0,0.893,0.0625,1,1,3,Hibernating
14001,United Kingdom,1,2010-12-01 12:58:00,2011-10-25 10:31:00,327,36,3,2030.33,962,39,34,320.67,2.111,0.025,3,3,5,Lost
14002,United Kingdom,1,2011-07-06 14:59:00,2011-07-28 15:55:00,22,125,2,529.7299999999999,877,47,47,438.5,0.604,0.0,2,3,3,About to Sleep
14004,United Kingdom,1,2011-02-24 09:28:00,2011-10-27 14:40:00,245,34,7,4582.639999999999,2668,171,102,381.14,1.718,0.0,3,5,5,Lost
14005,United Kingdom,1,2011-05-08 10:33:00,2011-11-30 12:41:00,206,0,5,2874.72,2478,84,53,495.6,1.16,0.0,5,4,5,Champions
14006,United Kingdom,1,2011-01-31 15:11:00,2011-08-16 09:39:00,196,106,3,962.1899999999999,641,30,22,213.67,1.501,0.0,2,3,4,Lost
14009,United Kingdom,1,2011-05-18 13:00:00,2011-05-25 15:47:00,7,189,2,685.9299999999998,365,42,42,182.5,1.879,0.045454545454545456,1,3,3,Lost
14012,United Kingdom,1,2011-03-07 12:26:00,2011-03-07 12:26:00,0,268,1,328.8,160,11,11,160.0,2.055,0.0,1,1,2,Hibernating
14013,United Kingdom,1,2011-03-09 08:59:00,2011-08-21 15:01:00,165,101,3,473.02,462,34,30,154.0,1.024,0.0,2,3,3,About to Sleep
14014,United Kingdom,1,2011-09-23 13:18:00,2011-09-23 13:18:00,0,68,1,505.18,1076,39,39,1076.0,0.469,0.0,2,1,3,Hibernating
14015,United Kingdom,1,2011-10-18 10:02:00,2011-10-18 10:02:00,0,43,1,917.34,378,20,20,378.0,2.427,0.0,3,1,4,Lost
14016,EIRE,0,2010-12-17 14:21:00,2011-07-08 14:27:00,203,145,4,4328.46,2125,161,154,531.25,2.037,0.006172839506172839,2,4,5,At Risk
14019,United Kingdom,1,2011-07-24 15:39:00,2011-10-24 10:13:00,91,37,3,1398.9599999999998,1037,66,37,345.67,1.349,0.029411764705882353,3,3,4,Lost
14020,United Kingdom,1,2011-09-12 15:32:00,2011-11-23 09:22:00,71,7,2,642.8000000000001,441,39,37,220.5,1.458,0.0,5,3,3,Loyal Customers
14021,United Kingdom,1,2011-03-28 15:10:00,2011-07-07 15:46:00,101,146,3,631.9000000000001,192,22,22,64.0,3.291,0.0,2,3,3,About to Sleep
14022,United Kingdom,1,2011-04-28 14:39:00,2011-04-28 14:39:00,0,216,1,440.0,487,28,28,487.0,0.903,0.0,1,1,2,Hibernating
14023,United Kingdom,1,2011-04-03 15:50:00,2011-04-03 15:50:00,0,241,1,273.14,162,16,16,162.0,1.686,0.0,1,1,2,Hibernating
14024,United Kingdom,1,2011-08-07 13:31:00,2011-08-10 11:30:00,2,112,2,327.70000000000005,150,16,16,75.0,2.185,0.0,2,3,2,Lost
14027,United Kingdom,1,2011-10-10 09:01:00,2011-10-10 09:01:00,0,51,1,104.82000000000002,62,6,6,62.0,1.691,0.0,3,1,1,Need Attention
14029,United Kingdom,1,2011-07-18 16:57:00,2011-10-07 14:46:00,80,54,2,467.66,198,15,15,99.0,2.362,0.0,3,3,3,Promising
14030,United Kingdom,1,2010-12-08 16:11:00,2011-11-21 16:48:00,348,9,8,2358.8399999999997,1478,242,210,184.75,1.596,0.0,5,5,5,Champions
14031,United Kingdom,1,2010-12-02 16:34:00,2011-11-18 17:06:00,351,12,18,14127.52,5642,241,118,313.44,2.504,0.0321285140562249,4,5,5,Loyal Customers
14032,United Kingdom,1,2010-12-08 10:53:00,2011-11-23 16:24:00,350,7,10,2746.72,1944,141,53,194.4,1.413,0.06,5,5,5,Champions
14034,United Kingdom,1,2011-07-05 13:06:00,2011-11-17 14:02:00,135,13,3,509.09000000000003,420,86,82,140.0,1.212,0.033707865168539325,4,3,3,Loyal Customers
14035,United Kingdom,1,2011-02-15 12:48:00,2011-11-11 10:03:00,268,19,5,1428.0200000000002,739,66,41,147.8,1.932,0.0,4,4,4,Loyal Customers
14036,United Kingdom,1,2011-02-28 09:26:00,2011-02-28 09:26:00,0,275,1,626.65,268,38,38,268.0,2.338,0.0,1,1,3,Hibernating
14037,United Kingdom,1,2010-12-10 11:39:00,2011-06-16 13:57:00,188,167,2,147.2,46,28,27,23.0,3.2,0.0,2,3,1,Hibernating
14038,United Kingdom,1,2011-05-16 14:05:00,2011-09-22 13:37:00,128,69,3,1554.4799999999996,965,92,64,321.67,1.611,0.010752688172043012,2,3,4,Lost
14039,United Kingdom,1,2011-11-06 13:48:00,2011-11-06 13:48:00,0,24,1,152.2,92,6,6,92.0,1.654,0.0,4,1,1,Potential Loyalists
14040,United Kingdom,1,2011-01-12 14:57:00,2011-10-30 12:42:00,290,31,12,3487.59,1544,229,146,128.67,2.259,0.02553191489361702,3,5,5,Lost
14041,United Kingdom,1,2011-03-18 13:25:00,2011-03-18 13:25:00,0,257,1,141.41,94,21,21,94.0,1.504,0.0,1,1,1,Hibernating
14044,United Kingdom,1,2011-02-03 11:39:00,2011-11-13 12:05:00,283,17,4,646.4200000000001,304,206,165,76.0,2.126,0.0,4,4,3,Loyal Customers
14045,United Kingdom,1,2010-12-01 11:32:00,2011-08-22 15:27:00,264,100,4,1659.75,535,6,4,133.75,3.102,0.0,2,4,4,At Risk
14046,United Kingdom,1,2011-02-28 14:48:00,2011-02-28 14:48:00,0,275,1,154.99,460,14,14,460.0,0.337,0.0,1,1,1,Hibernating
14047,United Kingdom,1,2010-12-02 10:09:00,2011-09-27 14:08:00,299,64,4,938.86,272,21,17,68.0,3.452,0.08695652173913043,3,4,4,Lost
14048,United Kingdom,1,2011-02-07 14:53:00,2011-03-07 13:49:00,27,268,1,375.13,288,85,83,288.0,1.303,0.03409090909090909,1,1,2,Hibernating
14049,United Kingdom,1,2011-01-26 10:30:00,2011-11-23 12:20:00,301,7,4,5536.15,3808,478,348,952.0,1.454,0.03434343434343434,5,4,5,Champions
14050,United Kingdom,1,2011-08-25 13:46:00,2011-11-08 10:00:00,74,22,2,746.3599999999999,689,54,49,344.5,1.083,0.0,4,3,3,Loyal Customers
14051,United Kingdom,1,2010-12-08 12:49:00,2011-11-22 16:31:00,349,8,21,13514.14,3234,186,52,154.0,4.179,0.02617801047120419,5,5,5,Champions
14052,United Kingdom,1,2011-11-20 12:30:00,2011-11-20 12:30:00,0,10,1,225.36,89,56,56,89.0,2.532,0.0,5,1,1,Potential Loyalists
14053,United Kingdom,1,2011-07-03 12:21:00,2011-08-07 14:27:00,35,115,2,260.25,215,4,2,107.5,1.21,0.0,2,3,2,Lost
14054,United Kingdom,1,2011-10-05 15:49:00,2011-10-05 15:49:00,0,56,1,92.46,62,6,6,62.0,1.491,0.0,3,1,1,Need Attention
14055,United Kingdom,1,2011-08-25 15:04:00,2011-08-25 15:04:00,0,97,1,725.6400000000001,216,10,10,216.0,3.359,0.0,2,1,3,Hibernating
14056,United Kingdom,1,2011-02-28 15:19:00,2011-11-24 13:25:00,268,6,22,7637.4400000000005,4062,1036,318,184.64,1.88,0.020793950850661626,5,5,5,Champions
14057,United Kingdom,1,2010-12-14 12:11:00,2011-11-16 10:32:00,336,14,17,6141.099999999999,4873,283,179,286.65,1.26,0.02413793103448276,4,5,5,Loyal Customers
14059,United Kingdom,1,2011-03-18 10:06:00,2011-03-18 10:06:00,0,257,1,183.6,128,8,8,128.0,1.434,0.0,1,1,1,Hibernating
14060,United Kingdom,1,2010-12-02 12:11:00,2011-11-17 12:59:00,350,13,18,5837.900000000001,5194,193,86,288.56,1.124,0.005154639175257732,4,5,5,Loyal Customers
14062,United Kingdom,1,2010-12-10 15:56:00,2011-11-30 10:04:00,354,0,12,10464.850000000002,5593,111,60,466.08,1.871,0.0,5,5,5,Champions
14064,United Kingdom,1,2011-03-10 12:59:00,2011-11-10 13:14:00,245,20,5,1168.9199999999998,1772,77,59,354.4,0.66,0.02531645569620253,4,4,4,Loyal Customers
14066,United Kingdom,1,2011-03-18 12:21:00,2011-03-18 12:21:00,0,257,1,152.55,45,7,7,45.0,3.39,0.0,1,1,1,Hibernating
14067,United Kingdom,1,2011-09-04 12:00:00,2011-10-07 10:21:00,32,54,2,374.7,361,52,51,180.5,1.038,0.0,3,3,2,Lost
14068,United Kingdom,1,2011-01-23 16:02:00,2011-01-23 16:02:00,0,311,1,265.85,73,24,22,73.0,3.642,0.0,1,1,2,Hibernating
14071,United Kingdom,1,2011-03-20 11:33:00,2011-11-20 14:07:00,245,10,6,1151.5800000000002,866,250,210,144.33,1.33,0.03474903474903475,5,5,4,Champions
14073,United Kingdom,1,2011-11-07 15:49:00,2011-11-18 16:14:00,11,12,1,139.54,130,13,13,130.0,1.073,0.07142857142857142,4,1,1,Potential Loyalists
14075,United Kingdom,1,2011-03-23 16:35:00,2011-11-20 12:32:00,241,10,2,625.48,552,35,31,276.0,1.133,0.0,5,3,3,Loyal Customers
14076,United Kingdom,1,2011-08-02 15:19:00,2011-08-02 15:19:00,0,120,1,118.67,79,44,43,79.0,1.502,0.0,2,1,1,Hibernating
14077,United Kingdom,1,2011-03-10 15:52:00,2011-10-30 12:35:00,233,31,5,499.4200000000001,268,42,33,53.6,1.864,0.0,3,4,3,Lost
14078,United Kingdom,1,2010-12-01 12:54:00,2011-08-30 12:16:00,271,92,6,1049.37,310,65,46,51.67,3.385,0.0,2,5,4,At Risk
14079,United Kingdom,1,2011-08-07 12:10:00,2011-08-07 12:10:00,0,115,1,375.0999999999999,301,12,12,301.0,1.246,0.0,2,1,2,Hibernating
14080,United Kingdom,1,2011-11-07 11:09:00,2011-11-07 11:09:00,0,23,1,45.599999999999994,48,4,4,48.0,0.95,0.0,4,1,1,Potential Loyalists
14081,United Kingdom,1,2010-12-05 15:47:00,2011-03-17 14:24:00,101,258,2,891.77,592,150,126,296.0,1.506,0.0196078431372549,1,3,4,Lost
14082,United Kingdom,1,2010-12-10 11:02:00,2010-12-10 11:02:00,0,355,1,182.24999999999997,110,29,28,110.0,1.657,0.0,1,1,1,Hibernating
14083,United Kingdom,1,2010-12-03 12:24:00,2011-08-05 14:31:00,245,117,7,533.3900000000001,374,98,92,53.43,1.426,0.0,2,5,3,At Risk
14085,United Kingdom,1,2010-12-06 12:39:00,2011-11-30 16:54:00,359,0,15,3777.55,2681,385,244,178.73,1.409,0.0025906735751295338,5,5,5,Champions
14088,United Kingdom,1,2011-01-21 13:07:00,2011-11-29 16:16:00,312,1,13,50415.490000000005,12665,589,379,974.23,3.981,0.001694915254237288,5,5,5,Champions
14089,United Kingdom,1,2011-10-14 10:38:00,2011-10-14 10:38:00,0,47,1,158.75,133,13,13,133.0,1.194,0.0,3,1,1,Need Attention
14090,United Kingdom,1,2011-01-19 10:51:00,2011-01-19 10:51:00,0,315,1,76.32000000000001,72,1,1,72.0,1.06,0.0,1,1,1,Hibernating
14092,United Kingdom,1,2010-12-02 09:10:00,2011-11-16 12:08:00,349,14,12,3708.6400000000003,1882,197,113,156.83,1.971,0.015,4,5,5,Loyal Customers
14093,United Kingdom,1,2011-11-27 16:27:00,2011-11-27 16:27:00,0,3,1,433.85999999999996,391,100,95,391.0,1.11,0.0,5,1,2,Potential Loyalists
14096,United Kingdom,1,2011-08-30 10:49:00,2011-11-28 15:54:00,90,2,16,49285.369999999995,14159,4582,1078,884.94,3.481,0.0034797738147020443,5,5,5,Champions
14098,United Kingdom,1,2011-11-03 10:13:00,2011-11-03 10:13:00,0,27,1,147.34999999999997,104,21,21,104.0,1.417,0.0,4,1,1,Potential Loyalists
14099,United Kingdom,1,2010-12-20 11:14:00,2011-11-23 13:53:00,338,7,11,3092.97,2179,250,167,198.09,1.419,0.007936507936507936,5,5,5,Champions
14100,United Kingdom,1,2011-07-25 11:01:00,2011-07-25 11:01:00,0,128,1,191.95000000000002,63,25,24,63.0,3.047,0.0,2,1,1,Hibernating
14101,United Kingdom,1,2011-01-17 13:09:00,2011-09-27 12:28:00,252,64,6,5976.790000000001,6942,35,15,1157.0,0.861,0.0,3,5,5,Lost
14102,United Kingdom,1,2011-10-26 12:46:00,2011-11-28 10:20:00,32,2,4,941.8299999999999,679,53,34,169.75,1.387,0.08620689655172414,5,4,4,Champions
14104,United Kingdom,1,2011-06-27 12:49:00,2011-07-08 12:50:00,11,145,2,216.20999999999998,72,21,21,36.0,3.003,0.0,2,3,1,Hibernating
14105,United Kingdom,1,2011-04-14 17:58:00,2011-09-15 16:13:00,153,76,1,1260.33,800,74,74,800.0,1.575,0.02631578947368421,2,1,4,Lost
14107,United Kingdom,1,2010-12-10 13:29:00,2011-10-19 12:12:00,312,42,7,2688.48,1793,123,61,256.14,1.499,0.008064516129032258,3,5,5,Lost
14108,United Kingdom,1,2011-08-30 11:32:00,2011-11-09 10:41:00,70,21,2,594.1600000000001,381,34,33,190.5,1.559,0.02857142857142857,4,3,3,Loyal Customers
14109,United Kingdom,1,2011-09-28 10:18:00,2011-11-16 13:51:00,49,14,1,80.19999999999999,88,9,9,88.0,0.911,0.35714285714285715,4,1,1,Potential Loyalists
14110,United Kingdom,1,2011-03-18 09:59:00,2011-11-18 08:59:00,244,12,11,5344.210000000001,2349,154,94,213.55,2.275,0.0064516129032258064,4,5,5,Loyal Customers
14111,United Kingdom,1,2011-04-12 11:36:00,2011-11-25 13:44:00,227,5,4,688.6,458,10,10,114.5,1.503,0.09090909090909091,5,4,3,Loyal Customers
14112,United Kingdom,1,2011-03-09 11:28:00,2011-11-17 12:30:00,253,13,7,2774.17,1651,160,117,235.86,1.68,0.07514450867052024,4,5,5,Loyal Customers
14113,United Kingdom,1,2010-12-20 11:56:00,2011-11-17 10:59:00,331,13,3,906.0200000000001,514,23,19,171.33,1.763,0.20689655172413793,4,3,4,Loyal Customers
14114,United Kingdom,1,2011-01-13 11:05:00,2011-03-11 09:42:00,56,264,2,386.53,101,15,15,50.5,3.827,0.0,1,3,2,Lost
14116,United Kingdom,1,2011-08-10 12:44:00,2011-11-20 10:29:00,101,10,5,1382.7399999999998,707,72,61,141.4,1.956,0.0,5,4,4,Champions
14117,United Kingdom,1,2011-07-19 09:49:00,2011-07-19 09:49:00,0,134,1,90.0,72,3,3,72.0,1.25,0.0,2,1,1,Hibernating
14121,United Kingdom,1,2011-10-11 10:39:00,2011-11-29 13:43:00,49,1,3,1994.1399999999999,1388,120,116,462.67,1.437,0.008264462809917356,5,3,5,Champions
14124,United Kingdom,1,2011-09-16 13:32:00,2011-09-16 13:32:00,0,75,1,419.58000000000004,1618,5,4,1618.0,0.259,0.0,2,1,2,Hibernating
14125,United Kingdom,1,2011-09-22 15:40:00,2011-11-29 12:47:00,67,1,3,2720.63,1628,166,159,542.67,1.671,0.0,5,3,5,Champions
14126,United Kingdom,1,2011-11-29 12:21:00,2011-11-29 12:22:00,0,1,2,643.6300000000001,458,14,14,229.0,1.405,0.0,5,3,3,Loyal Customers
14127,United Kingdom,1,2011-02-02 12:26:00,2011-08-09 10:49:00,187,113,3,709.7099999999999,321,44,39,107.0,2.211,0.0,2,3,3,About to Sleep
14128,United Kingdom,1,2011-03-29 10:49:00,2011-10-10 12:00:00,195,51,2,637.5000000000002,564,46,40,282.0,1.13,0.0,3,3,3,Promising
14129,United Kingdom,1,2011-03-24 08:44:00,2011-11-22 12:09:00,243,8,4,971.2800000000001,506,44,28,126.5,1.92,0.0,5,4,4,Champions
14130,United Kingdom,1,2011-01-24 16:05:00,2011-01-24 16:05:00,0,310,1,480.9100000000001,257,66,66,257.0,1.871,0.0,1,1,3,Hibernating
14132,United Kingdom,1,2011-06-09 12:04:00,2011-11-25 10:03:00,168,5,10,3265.0,3053,180,90,305.3,1.069,0.0055248618784530384,5,5,5,Champions
14133,United Kingdom,1,2011-01-28 11:27:00,2011-08-02 11:34:00,186,120,3,590.3399999999999,348,28,25,116.0,1.696,0.06666666666666667,2,3,3,About to Sleep
14135,United Kingdom,1,2010-12-02 10:27:00,2011-11-07 16:30:00,340,23,13,4247.41,3673,122,88,282.54,1.156,0.0,4,5,5,Loyal Customers
14138,United Kingdom,1,2011-10-07 09:38:00,2011-10-07 09:38:00,0,54,1,621.71,449,32,32,449.0,1.385,0.0,3,1,3,Need Attention
14139,United Kingdom,1,2011-10-24 13:34:00,2011-10-24 13:34:00,0,37,1,415.81999999999994,510,26,26,510.0,0.815,0.0,3,1,2,Need Attention
14140,United Kingdom,1,2011-11-08 11:20:00,2011-11-18 16:18:00,10,12,1,525.99,517,40,40,517.0,1.017,0.024390243902439025,4,1,3,Potential Loyalists
14141,United Kingdom,1,2011-08-26 14:40:00,2011-10-11 12:17:00,45,50,3,652.6800000000002,278,30,26,92.67,2.348,0.16666666666666666,3,3,3,Promising
14142,United Kingdom,1,2010-12-01 16:33:00,2010-12-01 16:33:00,0,364,1,311.81,313,22,22,313.0,0.996,0.0,1,1,2,Hibernating
14143,United Kingdom,1,2011-07-29 09:48:00,2011-07-29 09:48:00,0,124,1,115.8,30,7,7,30.0,3.86,0.0,2,1,1,Hibernating
14145,United Kingdom,1,2011-05-06 13:01:00,2011-10-24 12:10:00,170,37,4,3148.2,756,11,6,189.0,4.164,0.08333333333333333,3,4,5,Lost
14146,United Kingdom,1,2010-12-17 15:52:00,2011-09-19 15:01:00,275,72,4,1724.41,1777,137,122,444.25,0.97,0.20348837209302326,2,4,4,At Risk
14147,United Kingdom,1,2011-02-27 11:42:00,2011-10-21 13:36:00,236,40,2,468.4,108,5,4,54.0,4.337,0.16666666666666666,3,3,3,Promising
14148,United Kingdom,1,2011-04-20 12:02:00,2011-04-20 12:02:00,0,224,1,157.2,16,3,3,16.0,9.825,0.0,1,1,1,Hibernating
14149,United Kingdom,1,2011-05-03 09:44:00,2011-05-11 12:34:00,8,203,1,259.43,218,28,28,218.0,1.19,0.3,1,1,2,Hibernating
14150,United Kingdom,1,2010-12-15 10:04:00,2011-11-04 10:05:00,324,26,2,658.64,496,26,23,248.0,1.328,0.0,4,3,3,Loyal Customers
14152,United Kingdom,1,2011-04-19 15:46:00,2011-09-25 12:54:00,158,66,2,611.09,711,49,47,355.5,0.859,0.02,2,3,3,About to Sleep
14154,United Kingdom,1,2011-04-14 15:58:00,2011-04-14 16:26:00,0,230,2,1345.62,465,52,52,232.5,2.894,0.0,1,3,4,Lost
14155,United Kingdom,1,2011-03-18 14:13:00,2011-03-18 14:13:00,0,257,1,118.75,25,6,6,25.0,4.75,0.0,1,1,1,Hibernating
14156,EIRE,0,2010-12-02 17:08:00,2011-11-30 10:54:00,362,0,55,113214.59,57768,1395,714,1050.33,1.96,0.014134275618374558,5,5,5,Champions
14157,United Kingdom,1,2011-02-27 13:04:00,2011-11-20 11:32:00,265,10,2,392.44000000000005,271,46,45,135.5,1.448,0.02127659574468085,5,3,2,Lost
14158,United Kingdom,1,2011-10-30 15:08:00,2011-10-30 15:08:00,0,31,1,507.65999999999997,781,41,41,781.0,0.65,0.0,3,1,3,Need Attention
14159,United Kingdom,1,2010-12-12 11:17:00,2011-11-20 12:36:00,343,10,11,4615.639999999999,4348,1175,501,395.27,1.062,0.006762468300929839,5,5,5,Champions
14161,United Kingdom,1,2010-12-05 13:18:00,2011-05-08 11:41:00,153,206,3,1097.62,450,104,87,150.0,2.439,0.0,1,3,4,Lost
14162,United Kingdom,1,2011-02-20 12:32:00,2011-06-19 11:36:00,118,164,2,289.36,142,25,25,71.0,2.038,0.0,2,3,2,Lost
14163,United Kingdom,1,2011-04-14 17:33:00,2011-09-13 15:18:00,151,78,4,2445.9100000000003,893,52,36,223.25,2.739,0.0,2,4,5,At Risk
14164,United Kingdom,1,2011-09-20 12:18:00,2011-09-30 12:24:00,10,61,2,1631.7700000000004,1033,29,28,516.5,1.58,0.0,3,3,4,Lost
14165,United Kingdom,1,2011-03-09 12:39:00,2011-03-09 12:39:00,0,266,1,120.44,53,24,23,53.0,2.272,0.0,1,1,1,Hibernating
14167,United Kingdom,1,2011-01-12 15:44:00,2011-10-31 14:29:00,291,30,4,562.59,147,50,27,36.75,3.827,0.0,3,4,3,Lost
14171,United Kingdom,1,2011-09-02 16:43:00,2011-09-02 16:43:00,0,89,1,363.79,167,58,57,167.0,2.178,0.0,2,1,2,Hibernating
14173,United Kingdom,1,2011-05-04 14:03:00,2011-11-29 11:54:00,208,1,4,450.8400000000001,150,29,28,37.5,3.006,0.0,5,4,2,Loyal Customers
14174,United Kingdom,1,2011-11-06 13:17:00,2011-11-06 13:17:00,0,24,1,134.46,94,26,26,94.0,1.43,0.0,4,1,1,Potential Loyalists
14175,United Kingdom,1,2011-01-14 12:22:00,2011-10-19 13:42:00,278,42,3,3108.0600000000004,1515,149,139,505.0,2.052,0.09146341463414634,3,3,5,Lost
14176,United Kingdom,1,2010-12-07 11:45:00,2011-02-15 13:12:00,70,288,4,574.0,209,31,28,52.25,2.746,0.03125,1,4,3,Lost
14177,United Kingdom,1,2011-06-13 11:10:00,2011-09-16 09:52:00,94,75,4,544.51,204,41,37,51.0,2.669,0.023809523809523808,2,4,3,Lost
14178,United Kingdom,1,2011-06-10 12:51:00,2011-11-11 12:10:00,153,19,6,1181.79,987,250,160,164.5,1.197,0.0,4,5,4,Loyal Customers
14179,United Kingdom,1,2011-10-18 14:00:00,2011-10-30 12:07:00,11,31,2,701.5699999999999,319,157,135,159.5,2.199,0.0,3,3,3,Promising
14180,United Kingdom,1,2010-12-02 13:08:00,2011-11-29 10:56:00,361,1,25,4640.77,719,240,112,28.76,6.454,0.03225806451612903,5,5,5,Champions
14184,United Kingdom,1,2011-10-04 12:43:00,2011-10-04 12:43:00,0,57,1,452.89,127,24,24,127.0,3.566,0.0,3,1,2,Need Attention
14185,United Kingdom,1,2011-01-12 13:52:00,2011-01-12 13:52:00,0,322,1,197.65,6,3,3,6.0,32.942,0.0,1,1,1,Hibernating
